TransactionID,CustomerID,CustomerDOB,CustGender,CustLocation,CustAccountBalance,TransactionDate,TransactionTime,TransactionAmount (INR)
T2190,C2612884,16-05-1992,M,ALLAHABAD,5639.65,21-10-2016,201457,50
T2191,C5536967,12-02-1978,M,GURGAON,203270.68,21-10-2016,201405,731
T2192,C1414359,29-10-1993,F,GURGAON,59159.99,21-10-2016,192803,2175
T2193,C7638116,08-03-1993,F,KARNAL,2603.23,21-10-2016,211034,100
T2194,C3216013,26-03-1989,M,GURGAON,1083.82,21-10-2016,210947,100
T2195,C7433034,03-01-1984,F,GURGAON,1038.42,21-10-2016,201233,600
T2196,C2433263,06-05-1989,M,GURGAON,8307.73,21-10-2016,200518,60
T2197,C9030522,13-02-1989,M,MUMBAI,6877.33,21-10-2016,201115,342
T2198,C8495426,03-01-1993,M,NAVI MUMBAI,43571.2,21-10-2016,200449,1800
T2199,C7027566,14-07-1992,F,DWARKA,52114.37,21-10-2016,204547,213
T2200,C8013339,19-10-1994,F,VADODARA,105035.3,21-10-2016,204604,135
T2201,C6418078,05-11-1992,F,GAYA,331956.14,21-10-2016,202534,50
T2202,C5319224,10-10-1994,M,JAIPUR,9183.2,21-10-2016,201920,10
T2203,C1441453,15-01-1992,F,PUNE,36291.93,21-10-2016,210013,740
T2204,C2324026,17-04-1983,M,CHENNAI,21246.03,21-10-2016,205922,378
T2205,C5312028,1/1/1800,M,CHANDANNAGAR HAVELI PUNE,132971,21-10-2016,205606,10000
T2206,C3371683,28-03-1989,M,ROORKEE HARIDWAR,4418.57,21-10-2016,210341,540
T2207,C2916042,06-09-1962,M,SAHARANPUR,3793.32,21-10-2016,210606,20
T2208,C7121748,11-01-1981,M,EAST GODAVARI,9852.73,21-10-2016,210813,1000
T2209,C8933268,27-10-1986,F,KOLKATA,18483.23,21-10-2016,205226,76
T2210,C4014473,01-01-1980,M,CHANDIGARH,1586508.61,21-10-2016,205638,100000
T2211,C5338712,12-04-1996,M,PRATAPGARH,2342.31,21-10-2016,205639,30
T2212,C2332991,11-02-1987,M,DELHI,133870.07,21-10-2016,210134,574
T2213,C6934677,10-06-1993,M,BAMBOLIM,18170.67,21-10-2016,210712,100
T2214,C4220626,15-09-1989,F,MEERUT,396.61,21-10-2016,201234,109
T2215,C4533221,04-11-1991,F,GURGAON,16838.56,21-10-2016,200512,573.86
T2216,C4430836,07-08-1986,F,KOLKATA,53991.84,21-10-2016,210443,1000
T2217,C6472135,06-04-1986,M,MUMBAI,19643.65,21-10-2016,210024,100
T2218,C3526177,1/1/1800,M,HYDERABAD,14752.22,21-10-2016,210027,2004
T2219,C2617220,29-12-1994,M,DELHI,9798.6,21-10-2016,211413,55
T2220,C4526088,11-10-1992,F,BELGAUM,230099.64,21-10-2016,211125,835
T2221,C5627132,30-11-1987,F,JOGESHWARI PURV MUMBAI,68497.82,21-10-2016,211452,450
T2222,C6638578,26-06-1982,M,DELHI,79093.64,21-10-2016,200306,700
T2223,C3228177,14-07-1995,F,NEW DELHI,4332.51,21-10-2016,194534,311
T2224,C4337266,10-04-1992,M,BANGALORE,31017.4,21-10-2016,195517,650
T2225,C5730873,23-03-1988,M,NOIDA,26773.16,21-10-2016,195516,560
T2226,C2016340,13-05-1980,M,INDORE,25379.01,21-10-2016,210443,588.5
T2227,C3014673,26-01-1990,M,GAYA,15843.92,21-10-2016,210449,39
T2228,C3833743,1/1/1800,M,CHENNAI,114503.8,21-10-2016,214302,2440
T2229,C2621127,25-10-1992,M,KOLKATA,2963.74,21-10-2016,204311,1288
T2230,C5453439,09-08-1968,F,BANGALORE,97739.18,21-10-2016,200646,430
T2231,C1753788,16-06-1992,F,ALLAHABAD,26454.19,21-10-2016,200653,1035
T2232,C6913455,11-09-1990,F,LUCKNOW,29087.03,21-10-2016,210714,599
T2233,C5636949,05-09-1991,M,GHAZIABAD,67853.27,21-10-2016,205523,405
T2234,C4130390,07-10-1979,M,BANGALORE,16164.55,21-10-2016,205820,588
T2235,C8511356,25-05-1986,F,DELHI,475834.36,21-10-2016,205825,250
T2236,C3611019,14-01-1978,M,DHARUHERA,651.86,21-10-2016,195519,475
T2237,C3320892,06-09-1983,F,THANE,53629.07,21-10-2016,195849,3290
T2238,C2734230,08-01-1990,F,DELHI,15000.01,21-10-2016,200208,599
T2239,C2536260,10-04-1983,M,HYDERABAD,283871.94,21-10-2016,205821,3597.59
T2240,C5282412,06-02-1976,M,MUMBAI,46128.64,21-10-2016,200627,1299
T2241,C3741248,01-01-1992,F,DELHI,15024.42,21-10-2016,194713,1481
T2242,C7219261,02-08-1995,F,GHAZIABAD,626.44,21-10-2016,210837,299
T2243,C4633665,25-06-1982,M,NAVI MUMBAI,1160.85,21-10-2016,210045,380
T2244,C5233746,1/1/1800,M,CHENNAI,114503.8,21-10-2016,193248,2866
T2245,C8633850,14-03-1990,M,MUMBAI,7841.35,21-10-2016,205830,100
T2246,C1197120,1/1/1800,M,VARANASI,7979.76,21-10-2016,194956,877.8
T2247,C2627774,04-07-1980,M,COIMBATORE,40681.48,21-10-2016,210228,910
T2248,C4229412,01-01-1988,M,DELHI,81630.8,21-10-2016,153635,567.35
T2249,C2830544,01-01-1992,F,KARIMNAGAR,38506.98,21-10-2016,153908,100
T2250,C6820954,02-07-1988,F,GURGAON,20190.53,21-10-2016,200021,554
T2251,C2539649,04-07-1985,M,ROPAR,38807.39,21-10-2016,201645,638
T2252,C1620149,27-04-1989,M,BANGALORE,8903.78,21-10-2016,201649,688.85
T2253,C6841969,04-01-1971,M,GURGAON,365891.58,21-10-2016,201649,2500
T2254,C8734948,25-02-1985,M,CHUNABHATTI DEPO AND STN MUMBAI,29834.7,21-10-2016,202143,100
T2255,C3220562,18-05-1986,F,LUCKNOW,81154.82,21-10-2016,193322,10000
T2256,C2129155,05-06-1965,M,MUMBAI,140974.46,21-10-2016,210633,1760
T2257,C7383573,01-11-1990,M,,262645.74,21-10-2016,204113,96
T2258,C2910162,20-09-1994,F,MUMBAI,22462,21-10-2016,201831,582
T2259,C2525758,08-08-1994,M,GURGAON,8114.15,21-10-2016,200523,200
T2260,C6865035,09-01-1984,M,THANE,398905.21,21-10-2016,153114,118.01
T2261,C8326585,19-03-1998,F,DELHI,18390.55,21-10-2016,155025,3595
T2262,C1363939,12-02-1993,M,DELHI,4644.84,21-10-2016,164448,999
T2263,C4729775,10-04-1985,M,COIMBATORE,1014831.53,21-10-2016,170253,2649
T2264,C3611683,13-10-1988,M,GURGAON,66251.44,21-10-2016,171001,200
T2265,C3235821,11-07-1960,M,NEW DELHI,166234.98,21-10-2016,171003,313
T2266,C5237416,23-07-1973,M,GURGAON,667841.79,21-10-2016,171235,53807
T2267,C8924075,05-08-1975,M,GURGAON,7060.46,21-10-2016,152925,110
T2268,C3437888,27-03-1991,M,BANGALORE,7633.68,21-10-2016,153548,210
T2269,C7417488,19-10-1993,M,NOIDA,20769.1,21-10-2016,154057,204.29
T2270,C3524960,14-11-1976,M,FARIDABAD,3456.55,21-10-2016,161606,247
T2271,C4317456,19-10-1993,M,NOIDA,20769.1,21-10-2016,153310,241
T2272,C4112144,30-07-1987,M,PATIALA,220257.85,21-10-2016,200651,330
T2273,C3643637,1/1/1800,M,BHIWADI,395448.9,21-10-2016,200507,3502.17
T2274,C4113880,1/1/1800,M,NOIDA,7366.95,21-10-2016,195241,497
T2275,C3714214,20-09-1995,F,VADODARA,198984.62,21-10-2016,193100,250
T2276,C7910692,29-08-1985,M,HYDERABAD,20884.91,21-10-2016,193110,200
T2277,C7931640,07-09-1955,M,AL KHOBAR,454377.4,21-10-2016,195931,25000
T2278,C5837963,13-04-1993,F,DELHI,3138.74,21-10-2016,154632,1
T2279,C8613124,1/1/1800,M,SECUNDERABAD,12749.21,21-10-2016,165006,276
T2280,C7025663,30-06-1990,M,BANGALORE,14119.69,21-10-2016,165338,100
T2281,C8521423,01-02-1990,M,PUNE,5301.42,21-10-2016,211015,190
T2282,C7332112,14-08-1989,M,BANGALORE,11269.82,21-10-2016,193000,275
T2283,C2016843,27-03-1988,F,MUMBAI,10199.1,21-10-2016,193152,1600
T2284,C5813968,15-04-1975,F,PUNE,90910.68,21-10-2016,193153,638.3
T2285,C8893743,05-10-1992,F,DELHI,1619.89,21-10-2016,210925,590
T2286,C1936780,08-03-1995,M,GURGAON,11600.46,21-10-2016,161628,180
T2287,C7413060,30-10-1995,M,ANKLESHWAR,54015.02,21-10-2016,155649,89
T2288,C2026442,24-05-1991,F,NEW DELHI,22048.76,21-10-2016,155656,2062
T2289,C1423737,16-08-1987,F,SOUTH 24 PARGANAS,20320.66,21-10-2016,200106,5714.5
T2290,C8713783,24-07-1962,M,FARIDABAD,146592.34,21-10-2016,205734,850
T2291,C5926634,1/1/1800,M,SAVEDI AHMEDNAGAR,97910.97,21-10-2016,205952,110
T2292,C9028536,04-08-1985,F,HYDERABAD,7371.9,21-10-2016,155327,554.74
T2293,C8117680,03-09-1986,F,DELHI,21705.85,21-10-2016,160559,1547
T2294,C5837782,22-12-1992,M,HUBLI,18434.96,21-10-2016,151911,1424
T2295,C2813348,02-10-1991,M,PUNE,14518.9,21-10-2016,152343,1029
T2296,C6620767,14-05-1993,M,VADODARA,49125.42,21-10-2016,210729,390
T2297,C7639146,11-12-1972,M,MUMBAI,39686.51,21-10-2016,210730,3445
T2298,C7138964,26-02-1989,M,CHEENAI,12398.72,21-10-2016,205312,357
T2299,C3858649,23-07-1993,M,MUMBAI,44817.63,21-10-2016,205244,199
T2300,C1633954,17-09-1994,M,GHAZIABAD,5745.44,21-10-2016,210213,40
T2301,C5616545,19-11-1994,M,NOIDA,1650.48,21-10-2016,204942,945
T2302,C5419292,01-01-1984,F,NEW DELHI,1297.82,21-10-2016,205724,770.83
T2303,C6740014,07-06-1989,F,LUCKNOW,64550.59,21-10-2016,155455,120
T2304,C6525516,11-01-1988,F,SUNDARGARH,58251.62,21-10-2016,152612,25000
T2305,C5526385,10-08-1979,F,HYDERABAD,2963.72,21-10-2016,152308,470
T2306,C5926891,19-04-1983,M,NEW DELHI,29489.33,21-10-2016,152631,160
T2307,C5947278,19-01-1991,F,GHAZIABAD,41573.74,21-10-2016,160251,1340
T2308,C8332240,20-12-1981,M,THANE,132233.94,21-10-2016,153401,75000
T2309,C1622185,15-01-1989,M,NEW DELHI,64238.63,21-10-2016,153314,1750
T2310,C7742653,18-06-1980,F,CHANDIGARH,30506.24,21-10-2016,153316,24500
T2311,C3342175,06-05-1988,M,RANGA REDDY,21485.03,21-10-2016,210413,1149
T2312,C9010384,07-03-1995,F,RANCHI,7635.06,21-10-2016,210631,50
T2313,C3015216,18-09-1978,M,AGRA,2310.27,21-10-2016,210825,270
T2314,C8216590,02-12-1980,M,DELHI,7419.44,21-10-2016,211458,350
T2315,C3415437,15-10-1990,F,NALGONDA,20537.26,21-10-2016,211459,145
T2316,C4817334,21-07-1992,F,SILIGURI,15179.26,21-10-2016,214113,25
T2317,C5642656,05-06-1993,M,GREATER NOIDA,75420.44,21-10-2016,204333,503.62
T2318,C8531325,01-01-1986,F,VADODARA,18806.03,21-10-2016,193117,1100
T2319,C7618044,01-12-1987,M,MEERUT,8.22,21-10-2016,210021,100
T2320,C8826450,15-04-1988,M,GURGAON,36.98,21-10-2016,203214,249
T2321,C5731111,16-09-1980,M,HYDERABAD,26588.17,21-10-2016,192651,276.42
T2322,C6038428,12-06-1984,M,GREATER NOIDA,7623.89,21-10-2016,192654,213
T2323,C5031446,08-08-1992,F,GURGAON,17164.21,21-10-2016,192843,42.18
T2324,C2072248,05-04-1989,M,DELHI,12804.69,21-10-2016,195306,1000
T2325,C1910113,26-11-1984,M,NAME EAST KHASI HILLS SHILLONG,135.5,21-10-2016,214838,67
T2326,C3529258,26-05-1967,M,TALEIGAD,12922.6,21-10-2016,210330,200
T2327,C2136680,25-01-1991,M,MUMBAI,19982.7,21-10-2016,210648,304.77
T2328,C3373841,16-06-1985,M,MILLENNIUM BANGALORE,93474.53,21-10-2016,210803,990
T2329,C6282891,26-10-1978,M,DELHI,11299.38,21-10-2016,214029,88
T2330,C3445163,02-07-1978,F,GURGAON,28688.4,21-10-2016,155759,100
T2331,C2827242,05-09-1995,M,DELHI,92642.44,21-10-2016,151600,232
T2332,C6222564,28-09-1991,F,JALPAIGURI,33208.1,21-10-2016,154026,251
T2333,C4319168,02-10-1985,M,NEW DELHI,7627.62,21-10-2016,164724,200
T2334,C8920771,04-04-1987,M,GURGAON,9061.42,21-10-2016,164940,1377
T2335,C3030876,11-07-1992,F,BANGALORE,15312.66,21-10-2016,164743,1598
T2336,C2722773,06-06-1987,M,MUMBAI,5641.09,21-10-2016,160038,2117
T2337,C2138334,22-06-1993,M,GURGAON,7309.47,21-10-2016,154236,100
T2338,C1724639,1/1/1800,F,PUNE,336871.14,21-10-2016,155218,500
T2339,C2031857,05-06-1995,F,KASHIPUR,107097.24,21-10-2016,153548,471
T2340,C2331867,03-10-1987,F,HARIDWAR,78001.29,21-10-2016,165648,1900
T2341,C2142040,05-11-1993,F,AGRA,93.86,21-10-2016,160253,1200.2
T2342,C6937436,19-09-1987,M,JODHPUR,439.76,21-10-2016,155450,100
T2343,C8223471,09-11-1986,F,GURGAON,136152.28,21-10-2016,155342,6300
T2344,C8530153,11-06-1994,M,NAINITAL,50.2,21-10-2016,153745,45
T2345,C6920912,16-07-1987,M,BANGALORE,21065.81,21-10-2016,165341,200
T2346,C6023890,1/1/1800,M,NAGPUR,9085.65,21-10-2016,162006,1200
T2347,C4015791,06-09-1988,F,LUCKNOW,15843.64,21-10-2016,162508,200
T2348,C7331055,1/1/1800,M,GARDEN MUMBAI,54373.95,21-10-2016,154850,1295
T2349,C8931512,21-10-1992,M,GUNTUR,10972.24,21-10-2016,154853,291
T2350,C6216044,01-01-1972,M,MORADABAD,129237.62,21-10-2016,151319,1356.11
T2351,C1328733,06-09-1991,M,KARNAL,148098.52,21-10-2016,152133,19
T2352,C8734485,04-01-1976,M,CITY CHINCHWAD EAST PUNE,174269.3,21-10-2016,153033,3260
T2353,C9061038,12-01-1978,F,GURGAON,99638.73,21-10-2016,153241,2698
T2354,C6020320,29-01-1991,M,CHENNAI,649042.32,21-10-2016,145158,177
T2355,C2319074,03-10-1991,M,HAPUR,39.45,21-10-2016,144757,500
T2356,C1068153,12-09-1975,M,BHANDARKAR MARG LOWER PAREL MUMBAI,8249.14,21-10-2016,144928,250
T2357,C4212645,13-07-1987,M,BILASPUR,344070.53,21-10-2016,53435,355.11
T2358,C7480511,09-02-1982,M,NEW DELHI,18774.42,21-10-2016,153508,1154
T2359,C7862812,15-03-1985,M,PUNE,92062.96,21-10-2016,152941,720
T2360,C4230427,05-01-1980,M,NEW DELHI,7584.76,21-10-2016,153530,2699
T2361,C2034246,1/1/1800,M,NEW DELHI,530,21-10-2016,212741,620
T2362,C4124579,06-06-1962,M,BARDEZ,18004.47,21-10-2016,214141,768
T2363,C1336526,25-04-1982,M,LUCKNOW,78785.05,21-10-2016,214630,499
T2364,C2225234,29-08-1984,F,HYDERABAD,27126.47,21-10-2016,214856,150
T2365,C7430868,10-02-1983,M,LONDON,345610.61,21-10-2016,215217,4989
T2366,C2620465,05-01-1968,M,KOLKATA,5094.46,21-10-2016,215221,1400
T2367,C3638059,03-03-1988,F,GHAZIABAD,14149.01,21-10-2016,213227,100
T2368,C7234813,30-07-1986,M,KOTA,182.8,21-10-2016,170225,329.69
T2369,C2936742,07-07-1990,M,CHENNAI,34438.39,21-10-2016,160443,475.47
T2370,C5432532,22-06-1976,M,GHANSOLI,28757.62,21-10-2016,144544,1699
T2371,C1033554,11-08-1970,M,BANGALORE,177157.85,21-10-2016,150117,530
T2372,C4215190,25-03-1985,M,BILASPUR,386894.24,21-10-2016,151123,1350
T2373,C6824966,08-12-1980,M,PO BHADRAKALI,63213.43,21-10-2016,210044,268
T2374,C7121937,15-05-1985,M,GHAZIABAD,12329.8,21-10-2016,210236,1020
T2375,C2914920,20-06-1984,M,BIKANER,13708.43,21-10-2016,210147,73
T2376,C8310752,15-09-1983,M,CHENNAI,54501.54,21-10-2016,212611,190
T2377,C2242614,25-11-1994,F,DHANBAD,12787.6,21-10-2016,154631,365
T2378,C4218737,29-11-1976,M,NOIDA,538944.66,21-10-2016,154934,2079
T2379,C2332188,11-02-1977,M,UDAIPUR,4861.07,21-10-2016,155456,3500
T2380,C3220313,31-03-1991,M,KOLKATA,78846.63,21-10-2016,154016,80
T2381,C4032264,25-12-1967,F,RAJKOT,482.17,21-10-2016,154602,9.45
T2382,C8641824,20-01-1987,M,GURGAON,32033.06,21-10-2016,151351,520
T2383,C3576925,12-08-1983,F,NEW DELHI,98565.1,21-10-2016,151644,985
T2384,C3513413,18-06-1984,M,UDAIPUR,1821.19,21-10-2016,151644,500
T2385,C4027049,11-10-1978,M,HYDERABAD,37847.14,21-10-2016,151647,300
T2386,C5322249,14-01-1983,F,GURGAON,281540.44,21-10-2016,151935,945
T2387,C7926970,1/1/1800,M,PUNE,74742.99,21-10-2016,205900,300
T2388,C3780618,22-07-1989,M,BANGALORE,76385.67,21-10-2016,210843,5000
T2389,C8314047,13-11-1991,M,SALEM DT,15717.76,21-10-2016,204316,150
T2390,C7510051,18-05-1982,F,GURGAON,36988.92,21-10-2016,205226,1127.85
T2391,C7529719,05-01-1993,M,NEW DELHI,41408.16,21-10-2016,154354,300
T2392,C6818081,09-11-1990,M,CHIPLUN,17567.55,21-10-2016,154900,6970
T2393,C1326349,22-01-1989,M,KOLKATA,99189.77,21-10-2016,155456,196
T2394,C4533762,1/1/1800,M,VISAKHAPATNAM,37608.92,21-10-2016,152709,523.06
T2395,C7030230,04-08-1987,F,MUMBAI,185111.19,21-10-2016,211038,1490
T2396,C5457631,28-04-1988,M,AHMEDABAD,19015.04,21-10-2016,215200,668
T2397,C2058221,05-08-1988,F,ABOHAR (FEROZEPUR),317281.05,21-10-2016,215200,4579.04
T2398,C7118139,15-11-1990,M,GURGAON,18580.08,21-10-2016,210531,250
T2399,C6262974,09-03-1985,F,NOIDA,425956.67,21-10-2016,210534,5623
T2400,C3994118,22-01-1987,F,CHANDIGARH,651656.17,21-10-2016,200048,566
T2401,C5156879,12-10-1990,F,KANPUR,32804.44,21-10-2016,200121,747.5
T2402,C7863022,12-07-1985,M,GANGTOK,11244.12,21-10-2016,200122,102
T2403,C8914238,19-06-1981,F,GURGAON,24060.57,21-10-2016,200125,305
T2404,C2468056,02-12-1985,M,CHENNAI,9362.39,21-10-2016,195502,45
T2405,C3417179,25-04-1971,F,BANGALORE,46165.35,21-10-2016,193820,2611.9
T2406,C2231125,09-04-1979,M,HYDERABAD,40993.35,21-10-2016,193954,313.59
T2407,C8539953,26-10-1987,M,BAHADURGARH,9154.74,21-10-2016,154638,1570
T2408,C3335853,28-12-1965,M,AHMEDABAD,196382.37,21-10-2016,154915,680
T2409,C4126343,24-02-1984,M,HYDERABAD,28.73,21-10-2016,154928,49
T2410,C5022226,29-12-1988,M,HOWRAH,1.43,21-10-2016,155244,30
T2411,C6550858,13-05-1988,F,GURGAON,1586.05,21-10-2016,155245,220
T2412,C7241733,13-03-1994,F,RANGA REDDY,68232.02,21-10-2016,150545,300
T2413,C6928168,05-04-1989,M,PUNE,558.41,21-10-2016,170822,200
T2414,C2523841,07-06-1986,M,NEW DELHI,371.46,21-10-2016,171037,170
T2415,C6715753,10-09-1987,M,ROPAR,20004.55,21-10-2016,152706,459
T2416,C7229820,09-10-1985,M,GWALIOR,209.83,21-10-2016,151828,30
T2417,C5936939,12-04-1994,M,NOIDA,11808.39,21-10-2016,154449,548
T2418,C8431768,12-04-1986,M,STATION BANGALORE,105218.45,21-10-2016,154403,2237
T2419,C1512433,03-02-1977,M,NEW DELHI,17570.7,21-10-2016,165836,198
T2420,C4021513,30-11-1973,M,MUMBAI,174.22,21-10-2016,220413,500
T2421,C1630623,28-05-1997,M,DELHI,20697.68,21-10-2016,203414,130
T2422,C1933856,07-09-1985,F,PANCHKULA,111335.54,21-10-2016,194147,3995
T2423,C5512865,02-01-1988,M,WARANGAL,1089.87,21-10-2016,200134,5033
T2424,C7921112,05-08-1992,M,THANE,10597.59,21-10-2016,205558,200
T2425,C1244544,28-10-1975,F,PUNE,10756.43,21-10-2016,205809,300
T2426,C4522356,03-09-1992,F,CHHINDWARA,17138.78,21-10-2016,150816,30
T2427,C7136482,30-11-1990,M,MUMBAI,64122.12,21-10-2016,151808,630
T2428,C5013440,06-06-1981,F,MUMBAI,47752.54,21-10-2016,151052,9294
T2429,C3014777,1/1/1800,M,KOLKATA,365261.95,21-10-2016,154558,3000
T2430,C3519124,09-12-1984,F,MUMBAI,84235.3,21-10-2016,153528,1199
T2431,C6440879,21-11-1981,F,MUMBAI,45503.78,21-10-2016,154252,1000
T2432,C1326657,21-10-1987,F,CHANDIGARH,111089.55,21-10-2016,154439,1550
T2433,C3346362,07-11-1986,F,MUMBAI,107953.47,21-10-2016,155430,1080
T2434,C2132750,02-01-1995,M,NEW DELHI,31637.07,21-10-2016,210633,208.16
T2435,C4231449,16-07-1992,M,NEW DELHI,118291.31,21-10-2016,205211,8260
T2436,C6225486,05-07-1988,F,KOTA,56806.25,21-10-2016,205415,139
T2437,C6288120,06-10-1980,M,GHAZIABAD,69613.68,21-10-2016,205318,300
T2438,C7714242,08-02-1987,M,BANGALORE,8686.83,21-10-2016,210650,435
T2439,C2013961,1/1/1800,M,NOIDA,1054070.16,21-10-2016,154809,1000
T2440,C1640762,29-12-1989,M,BANGALORE,88984.1,21-10-2016,154710,655
T2441,C6135869,05-04-1988,M,SIWAN,9716.43,21-10-2016,154713,524
T2442,C2637635,19-04-1981,M,THANE,30378.89,21-10-2016,155156,129.12
T2443,C2420232,28-05-1983,M,GURGAON,8130.51,21-10-2016,153803,218
T2444,C1415612,21-11-1987,F,CHENNAI,85894.25,21-10-2016,170231,246.95
T2445,C8940129,05-06-1972,M,MORADABAD,3675.17,21-10-2016,170233,2250
T2446,C2892237,21-10-1995,F,TIRUVALLUR,5005.95,21-10-2016,170209,660
T2447,C7523714,11-11-1984,M,KOLKATA,46225.77,21-10-2016,170210,1990
T2448,C4741773,18-08-1975,F,NEW DELHI,750435.87,21-10-2016,170614,97
T2449,C8532687,23-07-1980,F,GURGAON,17281.6,21-10-2016,155155,1000
T2450,C2537341,21-03-1990,F,BHOPAL,19583.87,21-10-2016,154530,88.7
T2451,C5028461,27-09-1990,F,NEW DELHI,250082.79,21-10-2016,154531,1800
T2452,C6288381,12-04-1979,M,DELHI,147332.59,21-10-2016,153550,93
T2453,C6279253,1/1/1800,M,KURALI,22839.61,21-10-2016,153449,1120
T2454,C5542143,15-11-1989,M,HOOGHLY,20830.26,21-10-2016,154310,385.43
T2455,C1913073,07-09-1984,M,GHAZIABAD,227713.63,21-10-2016,151035,264
T2456,C5627251,10-11-1986,M,CHENNAI,44164.97,21-10-2016,151621,752
T2457,C5918521,11-09-1992,M,KOTA,17585.76,21-10-2016,152817,56
T2458,C7427238,16-04-1970,M,B/H SOMANI HOSPITAL JAIPUR,3558.33,21-10-2016,150526,600
T2459,C3118971,15-01-1955,M,GURGAON,82208.73,21-10-2016,154059,900
T2460,C5610322,06-01-1978,M,SHINE PUBLIC SCHOOL FARIDABAD,17894.29,21-10-2016,193305,400
T2461,C8318048,06-11-1997,F,DELHI,7505.95,21-10-2016,150819,10
T2462,C3675237,07-02-1993,F,NEW DELHI,28011.36,21-10-2016,151257,7990
T2463,C5518942,19-07-1989,M,GURGAON,3830.08,21-10-2016,151257,565
T2464,C7227164,21-03-1986,M,AHMEDABAD,13174.23,21-10-2016,163846,235
T2465,C8655633,10-08-1991,M,BARABANKI,30516.43,21-10-2016,162807,318.15
T2466,C8179214,1/1/1800,M,KURALI,22839.61,21-10-2016,154141,1667
T2467,C7412554,05-05-1952,M,GANGTOK,654305.43,21-10-2016,54850,50
T2468,C9052526,1/1/1800,M,BAHADURGARH (HARYANA),109381.28,21-10-2016,154356,201.72
T2469,C3917466,30-07-1987,F,MUMBAI,515982.16,21-10-2016,154147,71
T2470,C4121237,31-08-1984,F,BANGALORE,51216.01,21-10-2016,153402,131
T2471,C1431576,04-10-1991,F,BANGALORE,41760.62,21-10-2016,152937,500
T2472,C6433628,23-07-1989,F,BARIATU ROAD RANCHI RANCHI,23895.21,21-10-2016,151703,4161
T2473,C2425526,10-10-1994,F,TIRUPUR,38654.36,21-10-2016,151657,399
T2474,C5225565,11-01-1988,F,SUNDARGARH,58251.62,21-10-2016,152426,27473
T2475,C8175983,18-01-1977,F,KURLA ANDHERI RD MUMBAI,306862.46,21-10-2016,213230,2350
T2476,C6723324,21-01-1984,F,SAS NAGAR,4876.38,21-10-2016,214055,1698
T2477,C5326215,14-08-1995,M,SURAT,4095.32,21-10-2016,214414,100
T2478,C1166180,1/1/1800,F,PARWANOO,422.55,21-10-2016,214744,1556.58
T2479,C8329221,28-04-1985,M,NEW DELHI,3833.27,21-10-2016,214655,750
T2480,C7825430,09-01-1977,F,NAVI MUMBAI,157644.89,21-10-2016,214705,1490
T2481,C5528135,14-07-1995,F,NEW DELHI,4332.51,21-10-2016,214616,750
T2482,C3625160,28-03-1971,F,GHAZIABAD,5363.52,21-10-2016,121719,189.14
T2483,C7056534,25-02-1992,M,GOPALGANJ,18087.33,21-10-2016,212235,50
T2484,C1990348,03-11-1996,F,FARIDABAD,14899.23,21-10-2016,210437,50
T2485,C5149035,01-11-1986,M,JAIPUR,124558.16,21-10-2016,205912,200
T2486,C1037046,08-03-1994,M,TIRUCHENDUR TALUK,3367.99,21-10-2016,205425,20
T2487,C7043975,24-05-1980,F,NEW DELHI,23001.19,21-10-2016,205438,1495
T2488,C3594234,21-11-1986,M,BHAVNAGAR,10238.63,21-10-2016,165445,100.85
T2489,C7055958,26-09-1961,F,MUMBAI,15549.81,21-10-2016,170132,2660.09
T2490,C4246878,1/1/1800,M,BANGALORE,2886.59,21-10-2016,170043,2340
T2491,C3732877,03-09-1994,M,YAMUNA NAGAR,59476.91,21-10-2016,161943,50
T2492,C1033918,20-07-1951,M,GORAKHPUR,84436.38,21-10-2016,162204,399
T2493,C8527116,30-10-1980,F,BANGALORE,24565.95,21-10-2016,154752,4000
T2494,C1338943,27-11-1980,M,PUNE,872386.37,21-10-2016,151117,257
T2495,C7267672,08-09-1989,M,NEW DELHI,26101.08,21-10-2016,151627,40
T2496,C6639430,25-09-1982,M,GURGAON,7060.09,21-10-2016,151841,130
T2497,C6742736,25-08-1989,M,CHANDRA SEKHARAPURAM PRAKASAM,1756.46,21-10-2016,151904,1170
T2498,C3987836,23-04-1983,M,THODAPUZHA,84088.09,21-10-2016,163026,780
T2499,C9074213,10-06-1988,M,BANGALORE,15834.56,21-10-2016,154219,0
T2500,C1795919,01-06-1971,M,MUMBAI,2782.78,21-10-2016,221018,233
T2501,C2437638,15-08-1985,M,INDORE,7971.16,21-10-2016,221206,1900
T2502,C6431222,30-06-1992,F,BANGALORE,6578.43,21-10-2016,195439,200
T2503,C8735647,16-08-1986,M,MUMBAI,139628.52,21-10-2016,192824,220
T2504,C3320516,18-05-1986,F,LUCKNOW,81154.82,21-10-2016,193214,30000
T2505,C5641871,08-06-1994,F,RAJAHMUNDRY,5714.36,21-10-2016,193113,147
T2506,C8948451,06-10-1961,M,GURGAON,360933.75,21-10-2016,152956,11510
T2507,C5725442,10-07-1984,M,RAIPUR,16370.7,21-10-2016,153157,237.82
T2508,C2933386,16-05-1988,M,PATNA,33039.82,21-10-2016,154857,200
T2509,C3642348,29-10-1981,F,MUMBAI,55878.83,21-10-2016,155215,2899
T2510,C7939233,1/1/1800,M,HOSPITAL BEHIND COIMBATORE,92597.62,21-10-2016,155311,200
T2511,C4940620,19-01-1987,M,BANGALORE,61458.27,21-10-2016,153020,779
